"replicate","estimate","bias","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","replicate_time_sec","covered_mc_mean_95","Estimator"
206,62.2482148643024,12.2482148643024,5.52226046264178,0.320415599223757,61.9277992650786,51.424783244275,73.0716464843298,51.1043676450512,72.751230885106,0,0,1,1,1.41303992271423,1.41822195053101,0,"correct_model"
207,55.7689567676779,5.76895676767791,5.48532727621225,0.061515133399638,55.7074416342783,45.0179128628867,66.5200006724691,44.9563977294871,66.4584855390695,1,1,0,1,1.40922784805298,1.41446995735168,1,"correct_model"
208,53.1256083674815,3.12560836748145,5.39713595019593,-0.524821334312094,53.6504297017935,42.5474162854311,63.7038004495318,43.0722376197432,64.2286217838439,1,1,0,1,1.40613293647766,1.41129589080811,1,"correct_model"
209,40.1109353345215,-9.88906466547848,4.84187123869898,0.268972980500223,39.8419623540213,30.6210420888912,49.6008285801519,30.352069108391,49.3318555996516,0,0,1,1,1.3961238861084,1.40194201469421,0,"correct_model"
210,44.9597575895563,-5.04024241044365,4.70687874861408,0.347559303598231,44.6121982859581,35.7344447626758,54.1850704164369,35.3868854590776,53.8375111128387,1,1,0,1,1.42683100700378,1.43197393417358,1,"correct_model"
211,38.9843662012581,-11.0156337987419,4.74011997500253,0.289216619134038,38.6951495821241,29.6939017678543,48.274830634662,29.4046851487202,47.985614015528,0,0,1,1,1.4137659072876,1.41905403137207,0,"correct_model"
212,46.0853534829022,-3.91464651709783,5.34476917499427,0.897071314963831,45.1882821679383,35.6097983942336,56.5609085715708,34.7127270792697,55.663837256607,1,1,0,1,1.49118995666504,1.49658894538879,1,"correct_model"
213,53.0745409872024,3.07454098720237,5.61702780631108,0.511467775648157,52.5630732115542,42.0653687866726,64.0837131877321,41.5539010110245,63.572245412084,1,1,0,1,1.39517402648926,1.40042591094971,1,"correct_model"
214,46.1017433814235,-3.89825661857647,4.66616969001215,0.172415876263599,45.9293275051599,36.9562188432473,55.2472679195998,36.7838029669837,55.0748520433362,1,1,0,1,1.39218711853027,1.39736008644104,1,"correct_model"
215,46.5857791072931,-3.41422089270694,5.36290985861282,0.308310663820258,46.2774684434728,36.0746689320771,57.096889282509,35.7663582682569,56.7885786186887,1,1,0,1,1.41247200965881,1.41779494285583,1,"correct_model"
216,56.1183976062207,6.11839760622065,5.15367042591272,-0.212015132735061,56.3304127389557,46.0173891832425,66.2194060291988,46.2294043159776,66.4314211619339,1,1,0,1,1.4164400100708,1.42164492607117,1,"correct_model"
217,45.9765570140606,-4.02344298593941,5.13814635867434,0.940734047795132,45.0358229662655,35.9059752037633,56.0471388243579,34.9652411559681,55.1064047765628,1,1,0,1,1.41736912727356,1.42264604568481,1,"correct_model"
218,44.9895693588373,-5.01043064116273,5.28033564420113,-0.174183952686079,45.1637533115234,34.64030166992,55.3388370477546,34.814485622606,55.5130210004407,1,1,0,1,1.41682314872742,1.42203593254089,1,"correct_model"
219,46.5461446395329,-3.45385536046713,5.08139894240397,0.276761502226201,46.2693831373067,36.5867857213412,56.5055035577246,36.310024219115,56.2287420554984,1,1,0,1,1.39795517921448,1.40317702293396,1,"correct_model"
220,53.0104407381581,3.0104407381581,5.16013786036921,-0.303046862515004,53.3134876006731,42.8967563765729,63.1241250997433,43.1998032390879,63.4271719622583,1,1,0,1,1.39972996711731,1.40491199493408,1,"correct_model"
221,47.6714882520202,-2.32851174797985,5.16055150493617,-0.417489713515558,48.0889779655357,37.5569931619813,57.785983342059,37.9744828754968,58.2034730555746,1,1,0,1,1.51617407798767,1.52138686180115,1,"correct_model"
222,50.8669196992653,0.866919699265345,4.98820676009146,-0.241051294429873,51.1079709936952,41.0902141020469,60.6436252964838,41.3312653964767,60.8846765909137,1,1,0,1,1.39910697937012,1.40530490875244,1,"correct_model"
223,65.9766476507018,15.9766476507018,5.65416889461328,-0.302540967488838,66.2791886181907,54.8946802547532,77.0586150466505,55.197221222242,77.3611560141394,0,0,1,1,1.39330315589905,1.3983690738678,0,"correct_model"
224,43.4507035633246,-6.54929643667542,4.68764632438697,-0.905743818477916,44.3564473818025,34.2630855952646,52.6383215313846,35.1688294137425,53.5440653498625,1,1,0,1,1.41128420829773,1.41647601127625,1,"correct_model"
225,45.1725225537442,-4.82747744625576,4.98053560210193,0.133916131742268,45.038606422002,35.410852149905,54.9341929575835,35.2769360181627,54.8002768258413,1,1,0,1,1.41109895706177,1.41652989387512,1,"correct_model"
226,56.0595491601747,6.05954916017468,6.61290409105576,0.179219184346358,55.8803299758283,43.0984953084878,69.0206030118616,42.9192761241415,68.8413838275152,1,1,0,1,1.39339709281921,1.39857411384583,1,"correct_model"
227,49.0634601696171,-0.93653983038287,4.70108885849354,0.252919194973245,48.8105409746439,39.8494953188473,58.277425020387,39.596576123874,58.0245058254137,1,1,0,1,1.40091705322266,1.40608811378479,1,"correct_model"
228,48.2988453741268,-1.70115462587319,4.69120465774294,-0.467152744436241,48.7659981185631,39.1042532008441,57.4934375474095,39.5714059452803,57.9605902918458,1,1,0,1,1.47309708595276,1.47885084152222,1,"correct_model"
229,46.7820863155268,-3.21791368447316,4.81062250198118,0.249658625403839,46.532427690123,37.3534394684258,56.2107331626279,37.1037808430219,55.9610745372241,1,1,0,1,1.47718501091003,1.4878978729248,1,"correct_model"
230,47.6993601841292,-2.30063981587075,4.89069965686609,0.280211187902133,47.4191489962271,38.1137649974693,57.2849553707892,37.8335538095672,57.004744182887,1,1,0,1,1.41064500808716,1.41583299636841,1,"correct_model"
231,53.1041348292206,3.10413482922057,5.30050044645102,-0.0588570500877026,53.1629918793083,42.7153448541381,63.492924804303,42.7742019042258,63.5517818543907,1,1,0,1,1.53532600402832,1.54055118560791,1,"correct_model"
232,49.2501754865054,-0.749824513494602,4.7065497228478,-0.0645780055822911,49.3147534920877,40.0255075382767,58.474843434734,40.090085543859,58.5394214403163,1,1,0,1,1.40105795860291,1.40628981590271,1,"correct_model"
