"Estimator","mean_estimate","mean_bias","sd_estimate","var_estimate","n","target_r2","achieved_r2_raw","ss","relative_efficiency"
"correct_model",50.1029578151212,0.102957815121215,4.25957960010472,18.1440183696283,200,0.6,0.599999999999999,30.008771668175,1.29891393876827
"unadj",50.224104807487,0.224104807487031,5.11866752682056,26.2007572501273,200,0.8,0.800000000000007,12.723571281659,0.316754045331258
"lm",50.0746500355502,0.074650035550168,2.88083249247854,8.29919584972011,200,0.8,0.800000000000007,12.723571281659,1
"lm_interact",50.0762985871516,0.0762985871516431,2.91609690288774,8.50362114703147,200,0.8,0.800000000000007,12.723571281659,0.975960206390106
"rf",43.679503576447,-6.320496423553,3.02119218238009,9.12760220287455,200,0.8,0.800000000000007,12.723571281659,0.90924162395097
"bart",49.8250917566907,-0.174908243309314,2.31523702557901,5.36032248461196,200,0.8,0.800000000000007,12.723571281659,1.54826428326744
"super",49.6632307737602,-0.336769226239779,2.33899709998115,5.47090743372025,200,0.8,0.800000000000007,12.723571281659,1.51696879361686
"xgboost",48.2571841835403,-1.74281581645966,2.81400546485497,7.91862675623362,200,0.8,0.800000000000007,12.723571281659,1.04805998630847
"correct_model",50.0209414049524,0.0209414049523722,1.82252196672379,3.32158631919075,200,0.8,0.800000000000007,12.723571281659,2.49856395474981
"unadj",50.0530852991722,0.0530852991721691,3.98847876817745,15.9079628842023,2000,0.2,0.2,80.3346816814468,0.872649015203418
"lm",50.0885360415057,0.0885360415057479,3.72586475127475,13.8820681447916,2000,0.2,0.2,80.3346816814468,1
"lm_interact",50.0895499375097,0.0895499375097014,3.72658360840434,13.8874253904279,2000,0.2,0.2,80.3346816814468,0.999614237665684
"rf",47.8747111730484,-2.12528882695157,3.87031151017333,14.9793111857801,2000,0.2,0.2,80.3346816814468,0.926749432775646
"bart",49.9834937849863,-0.0165062150137036,3.70317637172026,13.7135152400672,2000,0.2,0.2,80.3346816814468,1.01229100648329
"super",49.8341686114691,-0.165831388530883,3.71379485345569,13.7922722135539,2000,0.2,0.2,80.3346816814468,1.00651059737274
"xgboost",49.0827354552253,-0.917264544774694,3.96462286605771,15.7182344700676,2000,0.2,0.2,80.3346816814468,0.883182406473664
"correct_model",50.072733132538,0.0727331325379775,3.66873467694743,13.4596141298366,2000,0.2,0.2,80.3346816814468,1.03138678500586
"unadj",50.0455473776539,0.0455473776538858,2.57425669348671,6.62679752396115,2000,0.4,0.399999999999999,47.2971889375013,0.726634352968004
"lm",50.1155801256881,0.115580125688069,2.19436977993078,4.81525873107348,2000,0.4,0.399999999999999,47.2971889375013,1
"lm_interact",50.1155285473008,0.115528547300836,2.19448231215381,4.81575261835594,2000,0.4,0.399999999999999,47.2971889375013,0.999897443385988
"rf",48.6599595083264,-1.34004049167364,2.21868425240126,4.92255981185333,2000,0.4,0.399999999999999,47.2971889375013,0.978202178362267
"bart",50.0682580423736,0.0682580423735818,2.15836584899553,4.6585431381102,2000,0.4,0.399999999999999,47.2971889375013,1.03364047263644
"super",49.9005804285162,-0.0994195714838133,2.14768663492791,4.61255788184798,2000,0.4,0.399999999999999,47.2971889375013,1.04394543210465
"xgboost",49.5675758962538,-0.432424103746246,2.28647453974218,5.22796582088922,2000,0.4,0.399999999999999,47.2971889375013,0.921057806428899
