"replicate","Estimator","Procedure","ModelSpec","n_obs","estimate","bias","eif_var","eif_se","bootstrap_se","bootstrap_bias","bc_estimate","ci_lower","ci_upper","bc_ci_lower","bc_ci_upper","covered_true_95","covered_true_95_bc","reject_h0_effect","reject_h0_null","bootstrap_time_sec","se_method","replicate_time_sec","covered_mc_mean_95"
174,"unadj","two_stage","m1",601,56.2441550519491,6.24415505194909,NA,NA,6.35170473849067,-0.473450852366334,56.7176059043154,43.795042524075,68.6932675798232,44.2684933764413,69.1667184321895,1,1,0,1,0.0915875434875488,"bootstrap",0.092069149017334,NA
175,"unadj","two_stage","m1",604,52.4862516700215,2.48625167002146,NA,NA,6.53045058373534,-0.548667587954498,53.034919257976,39.6868037230816,65.2856996169613,40.2354713110361,65.8343672049158,1,1,0,1,0.0919861793518066,"bootstrap",0.0925204753875732,NA
176,"unadj","two_stage","m1",597,66.2826607164878,16.2826607164878,NA,NA,7.60804325351275,0.0624395407914449,66.2202211756963,51.3711699467798,81.1941514861957,51.3087304059884,81.1317119454042,0,0,1,1,0.0914709568023682,"bootstrap",0.0919947624206543,NA
177,"unadj","two_stage","m1",609,50.3870686661529,0.387068666152857,NA,NA,8.64831593649266,0.625084353711962,49.7619843124409,33.4366809037034,67.3374564286023,32.8115965499915,66.7123720748903,1,1,0,1,0.0913960933685303,"bootstrap",0.0919058322906494,NA
178,"unadj","two_stage","m1",594,62.3588944716021,12.3588944716021,NA,NA,7.05461759311294,-1.3621110987629,63.721005570365,48.5320980643981,76.1856908788061,49.894209163161,77.547801977569,1,1,0,1,0.0914568901062012,"bootstrap",0.091954231262207,NA
179,"unadj","two_stage","m1",603,61.3257651109008,11.3257651109008,NA,NA,7.44280478453861,0.171761736199208,61.1540033747016,46.7381357892428,75.9133944325589,46.5663740530435,75.7416326963597,1,1,0,1,0.0917136669158936,"bootstrap",0.0921695232391357,NA
180,"unadj","two_stage","m1",606,57.0107436241061,7.01074362410608,NA,NA,6.83030727263914,-0.158175086976229,57.1689187110823,43.6235873663914,70.3978998818208,43.7817624533676,70.556074968797,1,1,0,1,0.0915188789367676,"bootstrap",0.092041015625,NA
181,"unadj","two_stage","m1",612,50.4265034727955,0.426503472795474,NA,NA,6.99124604545175,0.12539869568527,50.3011047771102,36.723913016652,64.129093928939,36.5985143209667,64.0036952332537,1,1,0,1,0.0924668312072754,"bootstrap",0.0929489135742188,NA
182,"unadj","two_stage","m1",635,74.5042678891406,24.5042678891406,NA,NA,7.14158817968063,0.0958362698149386,74.4084316193256,60.5070122645496,88.5015235137315,60.4111759947346,88.4056872439166,0,0,1,1,0.0919485092163086,"bootstrap",0.092432975769043,NA
183,"unadj","two_stage","m1",571,49.1006264305224,-0.899373569477632,NA,NA,7.2508815772735,0.201548728743077,48.8990777017793,34.8891596829013,63.3120931781434,34.6876109541583,63.1105444494003,1,1,0,1,0.0913360118865967,"bootstrap",0.0918459892272949,NA
184,"unadj","two_stage","m1",586,56.8480214219082,6.84802142190821,NA,NA,6.88887571760349,-0.772268764106904,57.6202901860151,43.3460731214329,70.3499697223836,44.1183418855398,71.1222384864905,1,1,0,1,0.0907523632049561,"bootstrap",0.0912647247314453,NA
185,"unadj","two_stage","m1",585,60.0820417882482,10.0820417882482,NA,NA,7.42020405622938,-1.11046966146446,61.1925114497127,45.5387090801006,74.6253744963958,46.6491787415651,75.7358441578603,1,1,0,1,0.0915145874023438,"bootstrap",0.0920255184173584,NA
186,"unadj","two_stage","m1",634,67.1693537669294,17.1693537669294,NA,NA,7.74554688325841,0.380809236549297,66.7885445303802,51.9883608351765,82.3503466986824,51.6075515986272,81.9695374621331,0,0,1,1,0.0918138027191162,"bootstrap",0.0923182964324951,NA
187,"unadj","two_stage","m1",634,67.2945039140175,17.2945039140175,NA,NA,6.78651250030803,-0.125305558071972,67.4198094720895,53.9931838327829,80.5958239952521,54.1184893908549,80.7211295533241,0,0,1,1,0.0910181999206543,"bootstrap",0.0914864540100098,NA
